id;ans_register;social_reason;modality;obs;created_by
b07848c7-ca45-45f2-b25a-6a4977f848ab;300748;SANTA CASA DE MISERICÓRDIA DE ARAÇATUBA;PHILANTHROPY;false;admin
37c9c1ff-956d-46eb-a37c-27413ea87f2e;301060;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;MEDICAL_COOPERATIVE;false;admin
1c9be3dd-27b2-49b1-bc67-3ccb45360526;301124;UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
1e23dbe3-892c-4093-be86-e261cd0c3bc4;301213;SER ÚNICO - PLANOS ODONTOLÓGICOS S/S LTDA.;DENTISTRY_GROUP;false;admin
0e89e3e0-db66-4b06-bec1-a32fe191167a;301574;UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
140ca638-b572-4ed3-9c9e-2a2aa2688ea2;301591;DENTAL CENTER SERVIÇOS ODONTOLOGICOS S/C LTDA;DENTISTRY_GROUP;false;admin
9e129679-a384-4291-9b3f-57c8b645b809;301647;UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA;DENTAL_COOPERATIVE;false;admin
31697f88-fe9a-409b-a9b4-260db2d95731;301728;PRONTOMED PLANOS DE SAÚDE LTDA;MEDICAL_COOPERATIVE;false;admin
9397e44d-7f78-44bf-b022-a642ea3bbb41;301744;UNIMED JOAÇABA COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
1466a9c6-3937-445e-8139-09b715095ee5;301850;ODONTODHAN OPERADORA ODONTOLÓGICA LTDA.;DENTISTRY_GROUP;false;admin
de79e60b-ff6f-487c-9d9c-07a94faaed0a;301949;ODONTOPREV S/A;DENTISTRY_GROUP;false;admin
11fddffe-355c-44d7-9094-653d854685a0;302091;SÃO FRANCISCO SISTEMAS DE SAUDE SOCIEDADE EMPRESÁRIA LTDA;MEDICAL_COOPERATIVE;false;admin
a3a99233-cb0e-47aa-ae20-246a6a503a20;302147;PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA;MEDICAL_COOPERATIVE;false;admin
884ac798-6da0-46c3-a413-af53ad45860b;302228;UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO;MEDICAL_COOPERATIVE;false;admin
d44c8fef-90ce-427d-a07a-b328624c3371;302490;PRONTOMED NOVO HAMBURGO - PRONTO SOCORRO MÉDICO DE NOVO HAMBURGO LTDA.;MEDICAL_COOPERATIVE;false;admin
455cba2a-402d-4b61-bc2a-da56eec9f05b;302627;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;SELF_MANAGEMENT;false;admin
b39e3bcd-e167-4f19-a582-7afc67783f9a;302953;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;MEDICAL_COOPERATIVE;false;admin
bb421735-7aac-403b-ae7c-33d9bc1c2584;303178;UNIMED DE SOBRAL COOPERATIVA DE TRABALHO MÉDICO LTDA;MEDICAL_COOPERATIVE;false;admin
1fb66b95-ec51-454c-93c7-1f4351ebb6a0;303259;UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA;DENTAL_COOPERATIVE;false;admin
cfc609a6-1a62-4d9d-9a3a-dfc0e88b0fc8;303267;UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
6e01a7c7-c983-4273-95b2-b1cbb3802df3;303291;UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE;DENTAL_COOPERATIVE;false;admin
18028e9c-9800-4472-aa2d-46bf62603bfd;303356;UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA;MEDICAL_COOPERATIVE;false;admin
546596c7-976e-46c4-86c6-be4567fd99f1;303623;CENTRO TRASMONTANO DE SAO PAULO;MEDICAL_COOPERATIVE;false;admin
210cecac-421c-4087-b17d-06ffddc0e2cb;303739;SERMED-SAÚDE LTDA.;MEDICAL_COOPERATIVE;false;admin
4b750444-7b63-4ef4-bec6-3442d4142ef4;303844;UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
64d1f43e-11c3-45b7-be73-68ca5d08b073;304034;ORAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTISTRY_GROUP;false;admin
070c7c98-a6d7-4d16-817c-100a9b5508e4;304051;UNIMED MONTES CLAROS COOPERATIVA DE TRABALHO MÉDICO LTDA.;MEDICAL_COOPERATIVE;false;admin
33746662-ab2e-40e6-b787-5c0f1553e066;304123;UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
57e8ae6b-49fb-43b5-9200-f4ce53e8a1b5;304131;ASSOCIAÇÃO BENEFICENTE DE ASSISTENCIA A SAUDE (ABAS 15);SELF_MANAGEMENT;false;admin
b23ecb6e-be8b-4d91-a77c-ebd614aedd3e;304158;UNIMED BOA VISTA -COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
1843cbf1-6628-45db-9263-7798199992b0;304212;CENTRO CLINICO NH LTDA.;MEDICAL_COOPERATIVE;false;admin
067a06bc-011e-432f-a66d-391c46d3df77;304344;UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.;MEDICAL_COOPERATIVE;false;admin
08e07b67-e844-45a2-a257-caa3f6f3f6d2;304395;UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.;MEDICAL_COOPERATIVE;false;admin
3cdc8ee2-3efe-4903-8516-a0d72b6fd6d6;304441;J. & R. OPERADORA DE PLANOS ODONTOLOGICOS S/S LTDA.;DENTISTRY_GROUP;false;admin
a750fac8-7da0-416f-b71f-d88355550d3b;304468;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
a4e3e5d4-351f-4310-9765-26a5541a20c1;304484;DENTAL UNI - COOPERATIVA ODONTOLÓGICA;DENTAL_COOPERATIVE;false;admin
a1ca086e-e5c0-4f72-8fde-fe885a3c86e8;304531;AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA;MEDICAL_COOPERATIVE;false;admin
69b59957-e24c-48f9-9a44-2e13de299f94;304701;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;MEDICAL_COOPERATIVE;false;admin
76bea7e6-d975-4495-9c68-0038de18325d;304883;UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
38b689aa-91e3-425e-8fba-95cd0c98746d;305227;UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO;MEDICAL_COOPERATIVE;false;admin
d3322f56-f911-46be-a882-89736967d351;305421;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;DENTAL_COOPERATIVE;false;admin
de53e872-6e27-48af-828d-76b92bd77e6e;305472;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;MEDICAL_COOPERATIVE;false;admin
c447c5aa-5f40-4fa3-b6bb-ce00666b2d92;305740;UNIODONTO DE RECIFE - COOPERATIVA DE TRABALHO ODONTOLOGICO;DENTAL_COOPERATIVE;false;admin
796538da-5e5f-4510-8a2a-4fcce478662a;305928;NOSAMED ASSISTÊNCIA MÉDICA LTDA.;MEDICAL_COOPERATIVE;false;admin
54a91f69-6b5d-435b-b9f9-1fee442cbdff;305995;GOOD LIFE SAUDE LTDA;MEDICAL_COOPERATIVE;false;admin
749ca856-9c46-4d07-82e4-c33d4d0b23a9;306045;SANTA CASA DE MISERICÓRDIA DE TUPÃ;PHILANTHROPY;false;admin
f67ee23a-1d21-4ace-bb7e-24fd1b0de3b1;306100;UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO;MEDICAL_COOPERATIVE;false;admin
5060c7cc-0b17-40cf-88db-3d45df55d4d8;306126;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO;MEDICAL_COOPERATIVE;false;admin
88a37431-62ab-494c-8b18-fe42005c4643;306193;UNIODONTO DE BRAGANÇA PAULISTA COOP DE TRABALHO ODONTOLÓGICO;DENTAL_COOPERATIVE;false;admin
5003162f-91b7-4894-afe0-51ab8622233f;306207;SOCIEDADE ESPANHOLA DE BENEFICENCIA;PHILANTHROPY;false;admin
e3e65d51-7149-4bcb-aee1-dc2dce731a22;306347;ABS-ASSISTÊNCIA BUCAL SERVIÇOS S/C LTDA.;DENTISTRY_GROUP;false;admin
e0fe6e70-7307-496a-9eea-237a7cc9136e;306398;UNIMED - COOP. DE SERV. DE SAÚDE VALES DO TAQUARI E RIO PARDO LTDA.;MEDICAL_COOPERATIVE;true;admin
5d7746d7-06d4-4689-815c-3e205a621615;306428;ASSOCIAÇÃO BENEFICENTE DE CAMPO GRANDE;PHILANTHROPY;false;admin
069571bc-7d7c-43ca-9b65-9bd5b5071074;306444;PLASAC PLANO DE SAÚDE LTDA;MEDICAL_COOPERATIVE;false;admin
c138d53a-7c60-4e59-920f-c8cba5ca3207;306525;EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE S.A. - BHTRANS;SELF_MANAGEMENT;false;admin
73801a61-1581-4458-8b9b-4434599d8694;306622;AMICO SAÚDE LTDA;MEDICAL_COOPERATIVE;false;admin
13eb15f7-2684-4580-b90b-b6fb39752408;306649;SERPRAM-SERV.DE PREST.DE ASSISTÊNCIA MEDICO-HOSPITALAR S/A;MEDICAL_COOPERATIVE;false;admin
f0072977-ebd0-4e97-92b0-6f0b3fc87064;306754;ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;SELF_MANAGEMENT;false;admin
bd990397-2edb-46db-98d5-363b199c738c;306762;UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
c2c30593-1e8c-432c-b79c-fbb760470802;306886;UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA;MEDICAL_COOPERATIVE;false;admin
be66ba6c-21b9-48de-9c4d-d1c0c6248ed3;306959;UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;MEDICAL_COOPERATIVE;false;admin
f506ae30-a0dc-4c44-84e3-b71584d5d8ac;307319;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL;SELF_MANAGEMENT;false;admin
9f31431b-74bf-4776-be6c-d0b1a3d2eebb;307751;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;SELF_MANAGEMENT;false;admin
e15ab8bd-ba65-4756-9f07-164647d049cb;308005;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA;PHILANTHROPY;false;admin
f510edc4-0cdc-4724-b2d8-2ebc9b019143;308277;UNIODONTO VITÓRIA - COOPERATIVA DE TRABALHO ODONTOLOGICO;DENTAL_COOPERATIVE;false;admin
a1d2c48d-5ea9-4fd1-99e4-1803bed7910a;308811;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI;MEDICAL_COOPERATIVE;false;admin
a4ae57c0-6f7d-401a-bbb5-b2b4b12e2dcf;309028;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTADUAIS E FEDERAIS RJ;SELF_MANAGEMENT;false;admin
429ac55a-97cf-441d-8f39-d424ecaf624a;309087;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;MEDICAL_COOPERATIVE;false;admin
22776758-7b36-4cdf-ab0b-fd04bff218a6;309192;SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA                                                                                        ,ODONTOLÓGICA E HOSPITALAR S.A.;MEDICAL_COOPERATIVE;false;admin
ffe46d1c-1f42-4cca-8925-5e8634fba2fb;309222;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;MEDICAL_COOPERATIVE;false;admin
a4ccb93f-b2ad-4513-9004-4d35e9bc1783;309257;UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA;DENTAL_COOPERATIVE;false;admin
e44addeb-f548-4961-ad8d-8c670fe6a860;309338;HOSPITAL REGIONAL DE FRANCA S/A;MEDICAL_COOPERATIVE;false;admin
15a58d1c-6327-4e5c-a7cb-04f817bb43d1;309362;FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB;SELF_MANAGEMENT;false;admin
8eca359a-c01d-494c-af2e-cbb2667f2393;309524;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
5d0aa944-b086-4eb4-a006-0954be99f7cb;309699;CENTRO MEDICO SAPIRANGA LTDA;MEDICAL_COOPERATIVE;false;admin
ae6309d6-efa2-4519-9293-58a8e8aa1829;309711;GEVISA S/A;SELF_MANAGEMENT;false;admin
3ecda925-3f17-40ca-b241-20e87f22b9f7;309907;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
09aa2b08-61a0-42f9-99c7-b36102ef6fc1;310042;UNIODONTO DE SÃO PAULO COOPERATIVA ODONTOLÓGICA;DENTAL_COOPERATIVE;false;admin
052dcb94-9f9d-439f-8b6d-d769596bb1e7;310107;UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.;DENTAL_COOPERATIVE;false;admin
a893097f-d6da-4979-9506-c6907161000f;310239;CMI - CLINICA DE MEDICINA INTEGRADA LTDA.;MEDICAL_COOPERATIVE;false;admin
0aeeac60-259a-40bf-94a3-5f90e39a43e9;310247;CIRCULO OPERARIO CAXIENSE;PHILANTHROPY;false;admin
01a54a92-c8cd-4526-9d25-78a834ec446c;310361;CENTRO BARBACENENSE DE ASSISTÊNCIA MEDICA E SOCIAL;PHILANTHROPY;false;admin
277bfe72-198b-45c8-927d-a2bed0a3474a;310522;PROASA - PROGRAMA ADVENTISTA DE SAÚDE;MEDICAL_COOPERATIVE;false;admin
fd2934f0-6b68-4529-b71c-eadecfdc1811;310786;IRB BRASIL RESSEGUROS S/A;SELF_MANAGEMENT;false;admin
f8b74ac9-9292-4d2c-aa71-f99e5c3f5097;310981;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;DENTISTRY_GROUP;false;admin
28272fe8-1f04-4553-a258-78a77fb47726;311057;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;MEDICAL_COOPERATIVE;false;admin
e2bdfd5b-b7fa-459a-9db0-454638b4b675;311146;UNIMED COSTA VERDE RJ;MEDICAL_COOPERATIVE;false;admin
98bc2689-3658-4f17-891d-f1f9e8ee9c40;311294;UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
14df2d93-25ed-41d3-ab54-a750866f22c5;311359;FUNDAÇÃO DE SAÚDE ITAIGUAPY;MEDICAL_COOPERATIVE;false;admin
615c6431-c883-4f21-8190-3c296a7dee6a;311375;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;MEDICAL_COOPERATIVE;false;admin
2a22d934-9224-4057-9bee-58213005a096;311391;UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.;DENTAL_COOPERATIVE;false;admin
a9c25bec-3cc8-4a69-9346-c75a4edb3b2f;311472;CEAM BRASIL - PLANOS DE SAÚDE S/A;MEDICAL_COOPERATIVE;false;admin
9df19135-9426-4065-8621-5fb697801545;311499;FUNDAÇÃO BENEFICENTE RIO DOCE;PHILANTHROPY;false;admin
8e54993d-0f5e-4514-9173-497b8933333b;311618;UNIMED MISSÕES/RS - COOPERATIVA MÉDICA LTDA.;MEDICAL_COOPERATIVE;false;admin
3ac027ad-20d8-4010-a6fd-f339cb48cb0d;311634;VOLKSWAGEN DO BRASIL INDÚSTRIA DE VEÍCULOS AUTOMOTORES LTDA.;SELF_MANAGEMENT;false;admin
6a2317aa-269d-4033-87b9-afd65adea149;311669;UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA;DENTAL_COOPERATIVE;false;admin
de6fa3fc-b7dc-400f-80ec-f3b675ab0342;311693;ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.;DENTISTRY_GROUP;false;admin
ab0c6f4b-d420-4fc8-ae9e-192e8f473b56;311715;UNIMED ENCOSTA DA SERRA/RS SOC COOP DE SERVIÇOS DE SAÚDE LTDA.;MEDICAL_COOPERATIVE;false;admin
b9393cd2-557f-4bf6-b114-4efe202c4f78;311847;UNIMED REGIONAL DA BAIXA MOGIANA COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
a9ff4ea6-19c9-4738-9ca1-e9b1a775feb1;311944;UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
0081320e-1832-4f05-b270-c649e21e5cf3;312126;FUNDAÇÃO SAÚDE ITAÚ;SELF_MANAGEMENT;false;admin
df9a106e-6e43-46ef-9eaf-0826fd254c22;312282;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;MEDICAL_COOPERATIVE;false;admin
c5b854b8-10ce-4935-aea2-64433e2956be;312321;ODONTO JARAGUÁ LTDA;DENTISTRY_GROUP;false;admin
2b7e3daa-58ce-46a4-bcd8-8b615181570f;312347;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;MEDICAL_COOPERATIVE;false;admin
c96ab88f-2238-4fd8-8729-bd77e7bce940;312363;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;MEDICAL_COOPERATIVE;false;admin
a3367510-1846-429e-b72a-af7822dc1aa7;312509;UNIMED DE PAULO AFONSO COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
c6ff63e1-c207-4e86-9b3b-136a2f99a834;312525;INTERDENTAL ODONTOLOGIA INTEGRADA LTDA.;DENTISTRY_GROUP;false;admin
83aeeb8c-ebee-436d-8e29-fe68c2eca37b;312592;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;MEDICAL_COOPERATIVE;false;admin
54688e75-1900-431a-8d68-d8e132a310ba;312649;UNIMED AGRESTE MERIDIONAL - COOPERATIVA DE TRABALHO MEDICO LTDA;MEDICAL_COOPERATIVE;false;admin
ac01901b-d60c-408f-a962-3a9e4d212222;312720;UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;MEDICAL_COOPERATIVE;false;admin
a5202da2-dcd0-4f11-a8ae-b4958ac994c5;312762;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRASSUNUNGA;MEDICAL_COOPERATIVE;false;admin
d15103d6-3b59-4b3c-8228-3a88eb732fe0;312851;UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
4a8b8aec-b51e-4a8d-9b7e-16ab3503932b;312924;CAIXA ECONÔMICA FEDERAL;SELF_MANAGEMENT;false;admin
39888e2a-d59d-442f-bc39-23c630eeda82;313084;COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA;MEDICAL_COOPERATIVE;false;admin
6022b078-8831-4cab-937c-cc2758b7003e;313149;UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
7e14da23-0c3f-477a-87d9-eb33c2835e31;313211;UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;MEDICAL_COOPERATIVE;false;admin
a338484e-e171-4a3a-ac2e-87964b1038ce;313475;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
1d452f4b-9543-4e96-a160-3e4400be75f8;313751;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;DENTAL_COOPERATIVE;false;admin
fad574df-64ca-421c-bc8c-dfd259f6093e;313807;UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA;DENTAL_COOPERATIVE;false;admin
a1e24c3d-1647-4416-a100-6fe2c7f7fc20;313891;ODONTOPAM ASSISTENCIA MÉDICA E ODONTOLOGICA INTEGRADA LTDA;DENTISTRY_GROUP;false;admin
8ee9dba6-c50b-4d98-941d-8aaa66404d8a;313904;FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL - ELETROS;SELF_MANAGEMENT;false;admin
bdf9ff62-b5e9-4516-a506-697eb3ff6fce;313955;UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA;MEDICAL_COOPERATIVE;false;admin
d177fe02-4be8-4175-af6c-9ada4710067e;313971;FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE                                                              ,AMAPÁ                                                                        ,AMAZONAS,PARÁ,RONDONIA E RORAIMA;MEDICAL_COOPERATIVE;false;admin
60fae378-8e12-450f-bc59-5b891c570a1c;314099;UNIMED DO VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
1ba3bc96-7f9d-430e-8939-fcd9e151536e;314102;IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI;PHILANTHROPY;false;admin
37a95e2f-52b6-4f9d-abdd-6ce6c554b21c;314170;COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR DO SICOOB LTDA - VIVAMED;MEDICAL_COOPERATIVE;false;admin
f8f5351b-a1cf-492b-95f7-f9b1141fb22a;314218;ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;PHILANTHROPY;false;admin
17174a1c-062a-40ee-93e7-aa963c744311;314242;UNIMED PIRASSUNUNGA - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
3d07a48f-38c9-460e-ae26-3d8562db2c01;314251;CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GRANDE DO NORTE;SELF_MANAGEMENT;false;admin
0f5236c4-c93d-4562-8b9a-01d5e9813622;314315;UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS;DENTAL_COOPERATIVE;false;admin
040a5aae-abff-49df-9e90-7c7495a1280d;314366;DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;DENTISTRY_GROUP;false;admin
85e21ec3-d227-41a6-b4a5-4cc70fb3be58;314587;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
4279072e-26e8-45d5-8561-fd19af1db1b5;314609;UNIÃO SAÚDE LTDA.;MEDICAL_COOPERATIVE;false;admin
4756c749-b615-4ce0-837b-80fe815be7f1;314668;ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DAS EMPRESAS ARCELORMITTAL BRASIL - ABEB;SELF_MANAGEMENT;false;admin
dc132f81-cf9b-48e3-8016-623792cea601;314706;HOSPITAL CÉSAR LEITE;PHILANTHROPY;false;admin
8f324ef5-e1e1-4812-b065-1f3542bbe7cb;314757;CENTRO ODONTOLOGICO INTEGRADO;DENTISTRY_GROUP;false;admin
2ec039b7-d4a5-476f-8c01-295e04d7e899;314781;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;MEDICAL_COOPERATIVE;false;admin
da0c13a7-4bce-4893-b7a2-e1136550271f;314871;UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO;DENTAL_COOPERATIVE;false;admin
b55099c3-14a1-476b-88b7-6d34e968d104;315044;FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;SELF_MANAGEMENT;false;admin
e6b29511-2f4a-45ff-b4b9-fe1af808c81b;315265;PARANA ASSISTENCIA MEDICA LTDA;MEDICAL_COOPERATIVE;false;admin
e2e7ab67-c5e1-4314-aa76-501996f7567f;315478;FUNDAÇÃO CESP;SELF_MANAGEMENT;false;admin
24ff47ba-9aaf-4352-8048-6626949f6d18;315494;UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA;MEDICAL_COOPERATIVE;false;admin
49723916-798e-408a-ade2-9bc53e2cd3ff;315567;FUNDAÇÃO AFFEMG ASSISTÊNCIA SAÚDE - FUNDAFFEMG;MEDICAL_COOPERATIVE;false;admin
67e30666-1d40-4066-80a5-63fcb313eefa;315583;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB;SELF_MANAGEMENT;false;admin
